N,P,K,temperature,humidity,ph,rainfall,soil_type
40.540288352144934,51.044577415915946,51.50068167637569,22.120293081666688,61.83597064949897,7.289590306565447,454.41760444503933,Loamy
44.03720739361318,42.63209609960471,36.77902806294486,22.96082698779291,68.630465502059,6.391681429188428,497.2726355494142,Loamy
70.45293810789184,42.58165204124633,78.88072685050656,26.14250408375288,64.91161236423487,7.376077117560039,710.3925493595165,Loamy
59.24926440913036,59.16152955370574,65.57612447779587,22.226296774093107,67.82169785028314,6.515245704097966,424.3742968510873,Loamy
76.80298180053236,41.767790195850154,57.130519464473885,27.518617627355294,78.21999926414193,6.363979861957963,535.9437873346068,Loamy
73.88939504168293,49.76344649716251,80.01308777229445,23.53501236107946,75.44429230368245,6.914520716350092,505.05712159549705,Loamy
49.42452144732031,32.932718250223594,46.10286133966586,27.760197962289176,66.79180432554125,6.706808359076398,470.20629126079365,Loamy
54.503876420398846,44.78812997563552,58.17194283551177,19.91213194520772,80.60703440940783,7.341098566617721,683.3382592890317,Loamy
74.89697430221196,42.440335611333325,68.22772646550088,21.55897607512783,58.49199453879313,6.675594494649334,584.5507262293161,Loamy
79.55493639025269,59.82204460014776,58.90122948075934,24.199794983469285,63.82203362143644,7.460763952547723,567.259036493259,Loamy
54.94821346120072,55.201722476286854,46.8916188927432,25.54324774575623,66.48264915479511,7.142357169843156,672.3004725099328,Loamy
42.75558086096895,41.521747088874285,66.77332286117603,21.493014672103104,77.59595714067942,6.85712748564898,667.945765271813,Loamy
61.82860233953576,40.54085073685645,57.297173164355854,27.296563008701572,72.8352507090975,7.5925978927712166,596.8828411550458,Loamy
49.123609667330044,35.651746376019354,51.94567825726329,28.346270064597245,80.52126465434631,6.89319846423396,745.5169013149637,Loamy
54.127694741255915,52.032964543432406,51.99938519926773,28.730044320724517,79.30970752753647,6.032523766400037,662.542052288092,Loamy
58.525351160250125,47.967133332394745,40.34594003788906,22.325648513717802,71.1075389221372,7.369141464110429,511.4456690791321,Loamy
59.71320819877398,45.09568395318394,41.893535144794804,28.04760567904292,66.46358662321792,6.9697358360933785,760.9095546720066,Loamy
57.88872999718559,38.09361849133001,43.33339437088729,29.019950387477987,67.28064187670203,6.564442497179486,526.7042168228579,Loamy
76.81563818021189,57.10334835562142,78.08849735120782,20.410758240288576,76.01586751692574,7.233457414260624,790.676521938779,Loamy
72.45126683445496,56.77722714118765,47.461198319702426,20.945404315879784,62.53236510085694,6.686021126757194,696.957433834334,Loamy
54.959131609656175,48.68208352469455,51.508826134610146,27.215820965742974,67.16715034788349,6.899138437572527,509.4995335498093,Loamy
68.58172438261191,53.37410145165736,53.8880345733915,22.723416220732588,72.07184722508421,7.27558238235889,550.6667718531075,Loamy
55.76927024019491,32.4861577751109,77.01696454680034,27.350278556788925,61.77478811446289,6.565810531765411,605.6054298442508,Loamy
48.64309631276421,48.39038839391089,78.82294764687164,22.395632701476632,68.95403809003271,7.298259782785109,764.6098879892706,Loamy
55.23329832260184,48.67749265447311,65.65405448163543,25.419154827815287,82.36144864542895,7.4389659471847285,667.1615476321086,Loamy
64.38058436703119,32.3704475275823,70.9859689689756,29.02685995234242,79.76533044641936,6.62768094252925,628.4763531849404,Loamy
65.75683718434084,37.14235871657178,79.73374653266035,27.64254259088544,66.64017303040319,6.444364625477489,434.125781422187,Loamy
67.09123225492857,37.81039913095614,46.73123349163172,26.170261395550018,61.89746272317406,6.42977036241509,792.0449423128246,Loamy
59.02087096016651,54.60755389549823,46.96726626297558,23.479079108452797,78.83597520792098,6.455848289333538,501.365802245539,Loamy
72.18099208984445,49.33129015455196,49.13084647378799,26.2644459916683,79.6446463554919,6.161138549342701,575.5456528202503,Loamy
41.30787734392738,56.48446607889688,54.96814347496053,27.851902898838382,64.13862042380852,7.140324265324811,711.3171553408758,Loamy
46.92374741731797,40.03054227397857,37.51019506938001,23.289759130290935,65.93592932473722,7.02947926966344,453.0170648001804,Loamy
65.37399540034855,49.26542267244193,77.36635107129496,26.064405617251815,75.02734650110848,6.988521822222506,786.6806370050937,Loamy
62.62224484456731,52.500956483127226,59.393959562846604,27.133758078448405,77.13288353844699,6.665639106152578,577.743174298687,Loamy
57.39180710623962,46.83306682467476,78.83609177687401,24.929040190257407,75.25127864847843,6.850968087916659,635.4404137852292,Loamy
65.23771605138026,59.163623950767295,61.672970918675105,26.653576398514392,66.88903916736228,6.459367341339074,473.3353335996399,Loamy
62.26806826122387,48.304039355104265,65.99626282982976,21.66432587151226,69.24968529353809,7.346037806390284,474.13171682065683,Loamy
78.15384192897672,42.4722195291388,81.17893135689796,23.814255978022224,73.6254682866148,7.142805644793778,745.9031374595769,Loamy
61.655386222775014,49.47378475100294,69.27569627499241,23.65252878883101,70.05490787173618,7.445141281902295,507.57156591303635,Loamy
40.47376563307531,36.33155538579145,63.18779182237386,25.23356532435835,73.3233472003111,7.196035243888885,689.1422112960838,Loamy
76.11243110945811,56.43607949165175,42.00240546173532,24.246435909328095,73.95022630675561,7.339000296682344,742.4960835337522,Loamy
57.006826507893884,41.94164668675179,50.646569687512894,20.995862789308692,64.41086529464222,6.882485793584547,782.4482953118599,Loamy
60.50082987276358,45.77403742151894,63.75795045701399,27.42605740172563,64.79685864884331,6.539761639546996,661.9281964566936,Loamy
47.446235764062806,53.04526474239482,65.47785069783613,20.845741563626472,65.34627106676909,6.455904414733633,456.084060011263,Loamy
69.61168328665289,39.961214082833315,57.904384985588365,22.238922937849203,76.47128159067509,6.342027833087026,535.0488502268804,Loamy
49.889248377219374,38.7584195019536,48.305027862805694,23.181633527804973,76.22431258166466,6.169497812317185,754.8298951843067,Loamy
63.61172777635822,43.80276001467978,80.05070254424831,21.777979315481517,65.24687174248712,6.115864492607105,591.9479126934865,Loamy
64.83779625812954,39.945220898434115,76.97538890328104,22.05698735924899,76.19758979677312,6.386667355179288,521.4057504869155,Loamy
49.912709248933005,50.70610106357853,43.567193893469984,28.336103955825777,60.56382040494417,7.0805365034067025,497.56685169780934,Loamy
74.42386198787334,49.98583773077846,58.7391184111055,29.69288430145899,65.95393178319516,7.1418230508970275,620.5336670098939,Loamy
56.592107493217185,40.536927157827975,60.37163139698963,22.908012402995936,75.29266993164056,7.367647723828787,487.95663761183965,Loamy
65.83967613808862,37.314410400163766,77.69758350346989,28.9443960449461,65.17112472399228,7.292389519176671,814.4739778346654,Loamy
42.16454320367616,41.54900998789238,46.76786274011862,27.60606889543072,69.05947672862514,6.357867933869739,474.36072024167413,Loamy
42.901642367023555,49.928629203547814,77.23245404196084,25.123604841036887,65.77235602407485,7.281360090422341,620.5774775966042,Loamy
73.90648869863833,52.773103710430505,65.90361955198676,25.605401455482962,73.19795589967525,7.4065868834016175,721.7012073098994,Loamy
52.659364609826206,45.39175118602842,76.3577774535252,20.954170148721484,59.93638365460243,7.205097285345204,415.90426918316916,Loamy
48.28583279974916,52.17487586712979,65.36776887454677,22.284338310767723,61.75363145917528,7.384943714967421,454.2806734035807,Loamy
44.54739064497113,47.71637621673955,76.74135242467501,26.50824203424426,71.53097881034557,6.578293475929415,684.3032633863564,Loamy
40.761551020536466,41.16788027534638,64.29543519477089,27.631809937915435,72.69629641495388,7.080240431184664,533.5590142262561,Loamy
64.97623509769437,55.07464482401286,72.18702500379922,26.045786098620507,70.92092958326236,6.658738376067988,668.3431329514065,Loamy
70.4954941850719,56.27985409167915,48.545016406509376,25.392733033202994,73.74225397189423,5.976621998312539,515.2650401060685,Loamy
65.83782154891075,32.1206611649864,68.4852004874721,23.751672101768424,66.21885407722269,6.824442876825398,659.8121730616443,Loamy
40.46629188182374,55.463831231271605,63.650219059779275,21.50809638191457,63.78792978766298,6.839713148890782,622.8026827060716,Loamy
62.527786037162365,40.46168291301517,69.68136455061962,22.4137524797615,73.95962916161673,6.021527568915375,727.3343931294036,Loamy
69.58501925129431,51.739910510051686,70.33436431754808,28.405386455282287,79.07706020070994,6.698164258391023,458.33477195313134,Loamy
77.57288305925131,37.290306300945154,49.603703109594534,26.70681826620532,65.31611780588368,6.450251982846283,796.3411821895116,Loamy
62.42279079101175,52.119527448367194,79.37077484656523,29.860427814563373,72.85684579752504,6.0814012775187365,661.3952537760372,Loamy
44.83980323543971,46.45679228217799,44.867573906986685,19.80469300173813,78.506555848858,6.272464891018266,454.2376768481561,Loamy
46.12567226970251,55.89373762511419,64.53454773117043,25.444283917965695,75.64580226413362,6.581608817661368,441.68726124704693,Loamy
78.04264402173212,32.81189903881169,70.47525226578021,24.595740762726194,60.71007967058586,6.615386555029694,624.5431785495375,Loamy
48.64295487758354,55.74635650662231,74.26394940163146,22.48119074196115,76.09777050277701,7.408003360588278,555.1732622504943,Loamy
68.74955005544385,53.2292297932507,72.0115388793476,29.540629249729488,62.85943389133773,6.496412557166228,637.5572330102517,Loamy
55.22460662381378,59.35303263783472,60.06418511996725,21.867238086619473,72.17072638193825,6.664991281761896,735.8485552689993,Loamy
65.91460373645307,49.947078106782186,78.38055685189168,20.733952262824605,68.97282237051161,6.453283820709303,416.32617100902837,Loamy
50.9034609562805,33.607933372958115,63.77375101661969,20.544975458599968,71.5887232215648,7.0987998651176305,720.7284738922073,Loamy
63.34809493173991,42.604912771011726,57.023711830714475,23.417133378455645,76.77816420472077,7.034615927259893,558.9981112949343,Loamy
55.00959033145065,42.68489442823705,44.07597242008241,28.602778206120185,76.54472423450436,6.99902071568492,637.8418084841617,Loamy
52.00792936776928,55.51686577672122,45.0757670892956,25.979166408038875,58.50719811164478,7.368491850570102,652.6855533907492,Loamy
58.14603807754098,50.247015783580146,67.87270728667644,22.095411356687517,69.32679709549357,7.078080651839176,732.6149339362435,Loamy
60.21640306468188,44.1065628190923,66.14846816073415,28.05857119388236,62.44155170234231,6.275626857881325,665.1171873913497,Loamy
73.85370847225751,58.528229246917846,44.188902012919776,26.59875213867132,75.59550461732587,6.409503061850144,726.8227677867916,Loamy
69.47003868396885,34.24125568192462,48.0248785814592,21.98341792467842,64.06048447029622,6.717526329577783,507.7485947711715,Loamy
80.31669648707471,41.76193482426844,61.69800549595114,24.57259691831603,78.97670216384739,6.091320533179663,538.381858599759,Loamy
56.4741002369218,33.07154739934392,63.47778484453618,24.673352723271016,61.43559351787386,6.736395551813669,602.1019792404522,Loamy
47.144763011300135,56.93569046231724,51.2248821614536,20.563611504489995,69.24844960341696,7.3845548159466805,744.9437605137036,Loamy
74.23312361557434,51.34116578057608,44.77546338671824,22.00745562287827,78.01050244000766,6.63424730526323,597.1124191598361,Loamy
64.10558765484197,35.65312844191661,52.44818096447236,22.023869553426493,80.07973943191624,7.139625374979198,519.4785627148763,Loamy
36.70936472462257,52.43540700536872,42.570039495452114,26.907882599358516,74.38511484353303,6.0973067968659205,542.00997037096,Loamy
77.3805702641793,46.377432860409854,61.22969795148404,29.149775682607444,76.35661247888123,7.022133072790605,534.3577488611606,Loamy
58.62041155664894,48.39907515508344,46.8889620135079,29.524667934088406,79.51922760691099,6.546741730523764,715.9085147985398,Loamy
72.73162085412888,37.326251534354824,62.83773343547286,26.563471760683566,73.70247771292597,6.394834662223267,484.2065719470046,Loamy
73.21995123210304,57.84736407995858,51.37770611596592,25.89476171112505,63.29789637206394,6.096827088125894,438.6897084760913,Loamy
48.290437200662154,49.09144679750596,76.53937933635831,27.210631382864708,72.01239403191056,6.643570390687579,428.68120888396186,Loamy
59.70000652630559,52.17536942566503,74.25430114081279,20.577650576433665,62.48218526638895,6.751958709043754,616.3308063829573,Loamy
71.19224889570758,41.72939481967649,61.41784480893496,24.460047894072996,65.8599440659155,6.32008141523121,523.2527470015673,Loamy
54.264345419815186,48.049403262543265,40.7709511590697,21.496516115010117,79.14773678029546,6.652353109348295,787.5808368123168,Loamy
62.92234957970761,59.81435331294577,69.00058368106617,27.56553997014909,64.69589268341305,6.582165418181206,415.1409680624659,Loamy
73.20366100935576,59.5282432384781,66.91393682106425,25.312739601785907,73.04751537957797,6.339240375223623,578.234460552264,Loamy
72.96088050031605,48.60340028695347,76.87134765842332,25.588702728324044,78.73078844571644,6.319829561038725,602.6133907099228,Loamy
66.78203419722087,46.04344927785472,68.03031169079692,28.792190194626013,69.66812575618054,7.229872692029831,512.5228659061676,Loamy
54.91745468900222,54.461559240323304,45.24443010270356,20.014341914406057,79.60560847031327,7.097954962721595,488.17739313629,Loamy
57.89826503781556,32.6181192409166,47.45254524311708,23.44866741180603,74.51193162672566,7.412873135362953,452.6334012633299,Loamy
64.71991802493201,57.31345963382845,73.09254867059646,27.277579921567124,59.77765491961409,6.461768279222621,568.2069548771692,Loamy
47.29746258027778,45.07783932447412,57.381298568627734,25.039486339047905,66.0546243278054,6.170044459319873,610.9774260626283,Loamy
40.680253520451046,52.56843522144968,74.45310579540677,29.728916956943188,73.58086523689144,7.393238146881145,743.2291298594989,Loamy
74.53314380978584,30.527200111864456,67.57146717975729,26.221488609765213,70.47421830853645,6.5002501490954385,718.936060498645,Loamy
76.13614318872551,46.650115914693956,47.09247548376488,21.774562382687364,66.29259935497666,7.455916917829319,580.8746708883762,Loamy
48.8058188305529,36.977588299162555,49.96174684137792,28.92062987278343,64.33078880156918,6.417280027697404,798.1272076631723,Loamy
66.224520781935,32.071745510570985,77.52456586469341,24.28605678579949,65.27657763148854,6.965091618922902,478.618999575618,Loamy
52.856763859719514,52.80722658410797,75.89231801196588,28.558667116555817,78.03415508956816,6.919437994196344,765.409367278925,Loamy
41.28531489054006,30.790515956903885,73.63895182230132,28.125980890995898,65.396049359437,6.6962610566080984,705.7309796455454,Loamy
46.20509614634526,32.30125034068949,61.11670670117923,20.51212610654787,69.69647678570975,6.791361551192111,615.7322570276189,Loamy
60.95131260924035,38.54539784460664,44.10449733570196,26.22783950976544,68.8025003530339,6.738393758058911,385.58378237920965,Loamy
62.855821343415904,49.00697272903855,64.563152164981,20.91520473772095,77.11203906186606,6.598219069581932,674.6030119381085,Loamy
69.94632219682659,33.77833417240972,64.47487669352773,27.245705054671134,61.52812948476585,7.111666498037774,721.0530736162781,Loamy
48.76058522916872,45.19781173461161,63.74892007430852,27.495161216552603,74.38714453974491,6.9034476538998355,688.1034152165495,Loamy
38.69014182637376,37.0376246702372,53.70127790785606,24.258779035581387,64.25649174299271,6.892466224974916,478.5156950195844,Loamy
71.78789521179422,59.202726360303025,63.32693883242523,27.955063953819618,76.06350598091382,6.096060264203766,736.9740245683901,Loamy
59.22887355412131,54.82952296770282,46.25986515659959,24.256963218766483,66.57599413136636,7.007599229788042,668.6202783607046,Loamy
67.90450693977569,46.59369712034941,77.38592789735681,27.03183062947297,71.26182915582334,7.183787228716043,632.4135046768774,Loamy
60.28217854234769,34.336139712421776,59.25022070171286,23.24614096200962,69.73453990384267,7.400817063409355,628.8148567886273,Loamy
43.990066473200415,32.879154732125606,49.93755311348335,30.10138478648947,62.185801434470974,6.429774483218078,776.675963221731,Loamy
58.7797795103393,39.924969638773604,78.59038887698229,25.636191031124127,58.60259884864477,7.217883183449525,439.5795520675682,Loamy
57.239263219666846,36.43027602799007,64.31613351499917,22.865369698135883,72.6970607309288,6.518561375650078,491.61802032634205,Loamy
74.58952505512649,47.50705904253811,41.02073057885815,22.83903910326447,78.72799682071134,7.33969511295774,448.5143489487831,Loamy
52.480809665449534,47.649575717739346,47.46040718406388,27.808508097304394,71.56235199053955,7.365259672938353,719.3790972217788,Loamy
68.2500058789809,44.11686762222421,52.20598031985763,27.863440016323825,67.9925725023553,6.799373756712451,792.0501694442638,Loamy
40.70201301889005,54.541674338629555,69.95909184177034,28.1032483588209,71.82217222580157,7.4175424879902865,668.3955201055155,Loamy
56.38008582231289,53.07564852441016,62.91781249936017,22.064124462477356,68.86738454568393,6.787626485491737,755.5710514961562,Loamy
63.61634730507506,31.233021238718074,59.252970481935535,26.56123758774458,74.89851392102796,6.969430561126106,459.18230378341747,Loamy
72.39637679975151,57.539100321374576,67.45157420742046,28.654783252871766,66.40063814818056,7.2747628655226135,716.8264800266699,Loamy
58.984119236469695,38.90049504715776,54.5224126793129,28.23659024473177,79.8194297416162,6.974899062568239,536.9329931105448,Loamy
75.76186351026547,37.65689719715229,49.37538172609643,28.703877585797656,63.643076003985115,7.445056715630476,500.3570049359628,Loamy
58.08146973789836,41.295174197437824,60.03283439973235,22.96382240142033,74.61669873025336,7.488519415955912,744.8424543738307,Loamy
48.96815596226473,49.978458879358634,73.53786986661544,24.791353157884743,66.85567682792731,6.8434498176693115,520.6153514751837,Loamy
68.02807399979365,58.90726403509987,62.710593789281084,24.005443073671128,62.55274325573418,7.084229098458386,538.8764657197387,Loamy
56.37850479409299,57.97701639028338,60.6354371725692,28.082795569660114,66.07471482561573,6.547117514342453,687.4421477830073,Loamy
73.38325616678436,49.90656765098511,60.01750467696025,25.565463024132402,65.96555652405071,6.5598205867261905,550.2697141784198,Loamy
61.75682111215835,48.64451581658785,78.56331402397987,25.657945686626245,63.936308229087565,6.5415033917033405,705.456857616518,Loamy
80.36076344562078,44.191721473347414,66.82463248210314,28.814298593234327,64.29933242244476,7.067389571601752,756.1189973566321,Loamy
59.89475603644729,31.414358850691453,44.39626979417666,25.55854469068832,69.83181581317382,6.184955671274358,746.6104714375211,Loamy
78.0238779562817,42.85079839132885,74.80140377741544,21.874263832419548,78.80165600286374,7.377444187460353,543.5929120406829,Loamy
74.28943923077118,46.78879804368424,39.76534636215595,23.315129101063366,76.60166937295683,6.5858186436111525,398.1421893175647,Loamy
55.30761935846454,42.17129932065852,55.563759966232176,24.385920160226437,62.621777221521015,7.158169263674077,760.7173882741117,Loamy
68.46980080928316,57.72823003798877,44.28793486055526,29.386987826616682,70.18297937336544,7.195565794985359,468.9634216651853,Loamy
54.03468592143729,54.11866600025024,70.75063733964859,23.846587751176965,78.93660419412521,6.499652458912166,581.7042495801743,Loamy
57.06787444465993,39.45576149157766,66.30471010575758,25.147676731322967,73.14607321905267,6.156834804836072,561.056897222391,Loamy
52.46889395182276,44.33750363634179,74.86734745129803,28.922107080195705,69.4219598017262,6.82815547606646,743.1515576975395,Loamy
77.1283342047844,35.925805705756375,46.18414925490557,27.154732531948394,76.09130907694052,7.201066926680743,534.3997500872823,Loamy
65.7786423884667,31.85077623067965,68.59882315492712,20.296600702840827,69.45245245227407,6.828025731552493,597.2364720528823,Loamy
70.52133760304189,33.878680221166235,55.92780596099221,23.763930363615277,77.10139572577947,6.570453394316582,562.7759311689578,Loamy
46.64831919874683,38.81057325765136,71.75730674603814,20.966245800385476,65.66546673527642,6.146088862525122,514.8962124883303,Loamy
66.27800851528187,52.17657379724854,82.36356365387284,22.257191468650234,76.20436552287197,6.25877114902546,765.214314159005,Loamy
48.66323254009305,57.31883261862151,75.20735469337987,25.041214974599292,72.75741148691367,6.65376348955632,519.1722912599348,Loamy
73.21387985726716,39.22858381172062,72.0673462079567,25.40454115246196,69.17555824653375,6.106862454760473,748.1477218647215,Loamy
58.95532058281824,38.091490960043004,56.797126954928885,30.280945507971662,65.47363293797173,7.342737119136688,616.6397162478274,Loamy
61.337476447369895,49.27500191992833,72.98678430761655,26.73752338801002,62.96921582968617,6.299098529769886,426.85849154223723,Loamy
58.346051611773134,40.41774436662012,57.66818687803151,25.013098816564863,61.17622247883614,7.3146467867950395,585.5408706510674,Loamy
40.06381319725997,61.45386635295345,74.14791398046003,23.318724684999243,74.01002008607041,6.479430180819045,455.6385248937168,Loamy
54.298444779101835,59.33491073480752,57.11669370667247,28.47876012441777,66.33853798770627,6.922816981727878,677.0718734555422,Loamy
77.96012757817236,38.9103117462835,64.7502865335484,24.533571418591986,60.16475892965439,6.750277526713989,594.9488924802174,Loamy
65.41020959750387,50.586207143389814,47.28721876576747,23.259548702692072,61.69186497265021,6.196678082739656,458.934903142453,Loamy
78.57148826061344,49.78172555483607,54.337997196219824,25.28177149877003,75.48929592640951,6.215838364957668,685.7200927480508,Loamy
48.13276794970459,47.47111331050008,48.77038418667505,23.08907624971793,67.20979591109601,6.223773055344017,528.8848888937812,Loamy
61.71418770533594,57.21464552987509,67.82587385160184,24.569316643877563,67.04164423445103,6.858508929006232,450.8173646346849,Loamy
39.65263539916864,55.872144688615,39.46339792675059,26.261978659852918,65.75484731394712,6.047577223099136,708.2914313529684,Loamy
67.97092400515328,54.55424807234696,77.45272354861564,25.54577225579086,63.95300913051585,6.804460906189036,583.0456749228446,Loamy
72.05013709245482,41.599010122487094,61.378399627434945,27.44143291761179,66.4098253043433,6.285475008412596,598.0783362527428,Loamy
62.50254408678752,29.31305488310157,77.91532634091936,22.413361756575643,71.76654979048239,6.663894521011293,701.0486665478653,Loamy
63.04446029695607,34.735936554899375,79.13173840601304,22.420605222119516,62.65568685551122,7.347874166618372,682.0266052308399,Loamy
49.15169093737598,39.37521933054663,66.55485961835299,24.266619665046132,70.58372698933414,7.287493136237807,533.5461283270653,Loamy
69.14840704578206,34.33172544155155,64.48502778961495,23.22210780501638,65.73743310028925,7.312006577504451,339.5133630172352,Loamy
49.938390796608424,40.61845594028789,73.30571742121542,28.01981599839608,77.96255306387147,6.839326228775611,518.3775045137401,Loamy
61.19599853657164,50.24123487454014,46.742305274027615,28.603698140166617,63.44901338923124,7.245600823633158,753.8446646016965,Loamy
62.700655376163155,35.592217795354685,55.557296823041376,22.364139211602883,76.62817319077658,6.001997652226673,772.9268775355188,Loamy
45.922788218365326,48.313478054980735,47.47995336448274,20.25917370356515,59.98949348976565,6.717930676897376,746.2453781812559,Loamy
65.02846782985661,45.96719241103795,44.75298245942098,27.69497598097789,67.35073009103553,6.959244175240988,723.6518207996659,Loamy
50.17297053159617,37.11512321158472,68.59857923738089,26.007190855171515,65.03122439376901,6.0193644830405155,422.9998002146914,Loamy
57.93435417359466,47.943713492038974,66.87102752561356,28.42878244822559,61.54364031902483,6.989059673111594,759.0132174582423,Loamy
47.45802068222597,57.36830727447687,54.63493680889478,23.226023502014943,78.03298586419052,7.348580465816727,700.1468180275148,Loamy
73.24294731829495,39.06377416674154,48.19018584131455,27.615209354619,76.23655623142865,7.3099823332126945,795.9404287049201,Loamy
46.866021505686035,46.4624959514032,63.77872005111841,27.18808175446979,71.36277831689868,6.919010631942285,428.1641510962214,Loamy
59.70685996018987,41.220108125152755,77.95903236430014,23.141072618906524,77.58110950745117,7.229443305582793,798.3867606654694,Loamy
75.22112857080769,53.89639763438251,56.440585759360886,25.75418430724053,66.0873768015198,6.824445350365299,533.1339672030206,Loamy
62.87451745848965,52.01730292369171,43.523208308662596,21.843109846419143,68.01631218566132,7.299585820910654,674.7281424286128,Loamy
58.549003859991274,28.28353577150788,57.72496529681272,21.301992679625975,64.19293899889755,6.757886920470774,787.3496985647571,Loamy
50.049665529470076,36.536473022598834,40.69819616299631,21.24234805211629,67.26670163569777,7.395097204102403,718.6961865323667,Loamy
60.99935872757247,44.09425943019331,40.508862882673284,27.836509310692566,68.30258353135041,6.7761136358026,471.3067531516258,Loamy
45.52324150108478,43.02933791774819,75.32319195632586,25.69997333376729,64.47421582442281,6.581095476897048,579.5164021734752,Loamy
49.59447791920955,47.44971861041772,69.06318531590095,25.335513773360134,69.25683593362112,6.612606311626331,425.72210731634385,Loamy
52.098376520457876,58.02825962842801,47.93259040162004,26.720112194678386,69.81925454617539,7.443318172455614,495.2330868555076,Loamy
50.180468683463296,47.6369906825603,53.1091680845806,26.850881981357098,77.91078639007321,7.413831779355765,462.8545118230221,Loamy
66.13721869370715,41.26897815847596,49.76058917920047,25.18840282571273,65.18762284456491,7.313518283233287,408.3972589563404,Loamy
62.13184753691839,46.05954541759092,40.91750675746188,21.74977540523891,69.97369331778756,7.167875240094013,512.5414857821205,Loamy
60.85121362663372,51.719807653151875,42.323705519790224,21.575502530761995,69.94929036651376,7.3011229922361585,377.57621780842015,Loamy
49.70957340837486,51.64681985061969,53.07647014265839,25.040674388014992,74.42082438441547,6.43314328711503,657.5398421226943,Loamy
44.92051391584645,42.02703540907566,42.50737363236557,21.89384187327027,65.65391502161998,6.840803013177427,825.5696983167005,Loamy
82.99597060728362,39.96320609445969,60.56801386231897,29.49141629043493,71.31007487206517,6.297183994152678,619.6600218623471,Loamy
74.87420080665956,42.64928642106607,62.193145642681124,29.420508613705724,67.07656840911862,6.437110841393992,722.3394722339875,Loamy
43.81943389973396,34.63862684207571,59.56567866569896,23.8730210129925,68.59857130130813,6.908599022010947,503.9745261213718,Loamy
51.19702196171556,55.03745064012269,45.358059779883234,25.255332044288803,63.02464806503391,6.862552405859884,733.6373579129859,Loamy
50.23719679237269,34.71672347749144,75.3694013207225,28.98044376821515,61.77913473022632,6.5198606821468905,701.266360222019,Loamy
65.13318082696877,31.37651882280214,51.465881255487965,23.642831731020035,60.856143516897745,6.325806019486027,678.6498739581663,Loamy
56.29538143259847,51.606788179303436,68.66029058071734,24.88652271182628,81.13895177047567,6.549802057146283,707.7578536419439,Loamy
54.16255995888638,40.575829714762634,39.06621978618348,21.540708667889632,77.91836166351789,6.235313064508803,787.9067248552169,Loamy
